FM243876 "Quercus suber"                                  
FM243875 "Quercus suber"                                  
FM243874 "Quercus ithaburensis"                                  
FM243873 "Quercus ithaburensis"                                  
FM243872 "Quercus ithaburensis"                                  
FM243871 "Quercus ithaburensis"                                  
FM243870 "Quercus ithaburensis"                                  
FM243869 "Quercus ithaburensis"                                  
FM243868 "Quercus ithaburensis"                                  
FM243867 "Quercus cerris"                                  
FM243866 "Quercus cerris"                                  
FM243865 "Quercus cerris"                                  
FM243864 "Quercus cerris"                                  
FM243863 "Quercus cerris"                                  
FM243862 "Quercus cerris"                                  
FM243861 "Quercus cerris"                                  
FM243860 "Quercus cerris"                                  
FM243859 "Quercus cerris"                                  
FM243858 "Quercus cerris"                                  
FM243857 "Quercus cerris"                                  
FM243856 "Quercus cerris"                                  
FM243855 "Quercus cerris"                                  
FM243854 "Quercus cerris"                                  
FM243853 "Quercus cerris"                                  
FM243852 "Quercus cerris"                                  
FM243851 "Quercus cerris"                                  
FM243850 "Quercus cerris"                                  
FM243849 "Quercus cerris"                                  
FM243848 "Quercus cerris"                                  
FM243847 "Quercus cerris"                                  
FM243845 "Quercus cerris"                                  
FM243844 "Quercus cerris"                                  
FM243843 "Quercus cerris"                                  
FM243842 "Quercus cerris"                                  
FM243841 "Quercus cerris"                                  
FM243840 "Quercus cerris"                                  
FM243839 "Quercus cerris"                                  
FM243838 "Quercus cerris"                                  
FM243837 "Quercus cerris"                                  
FM243836 "Quercus cerris"                                  
FM243835 "Quercus cerris"                                  
FM243834 "Quercus cf."                                  
FM243833 "Quercus cf."                                  
FM243832 "Quercus cf."                                  
FM243831 "Quercus cf."                                  
FM243830 "Quercus castaneifolia"                                  
FM243829 "Quercus castaneifolia"                                  
FM243828 "Quercus castaneifolia"                                  
FM243827 "Quercus brantii"                                  
FM243826 "Quercus brantii"                                  
FM243825 "Quercus brantii"                                  
FM243824 "Quercus afares"                                  
FM243823 "Quercus afares"                                  
FM243822 "Quercus afares"                                  
FM243821 "Quercus afares"                                  
FM243820 "Quercus afares"                                  
FM243818 "Quercus afares"                                  
FM243817 "Quercus afares"                                  
FM243816 "Quercus afares"                                  
FM243815 "Quercus afares"                                  
GU476438 "Quercus suber"                                  
EU646178 "Quercus falcata"                                  
EU646175 "Quercus michauxii"                                  
EU646169 "Quercus falcata"                                  
EU646168 "Quercus falcata"                                  
EU646166 "Quercus falcata"                                  
